,site_no,Date,Temp (max),,Temp (min),,
USGS,9147500,12/30/20,2.8,A,0,A,
USGS,9147500,12/31/20,2,A,0,A,
USGS,9147500,1/1/21,2.8,A,0,A,
USGS,9147500,1/2/21,1.8,A,0,A,
USGS,9147500,1/3/21,2.8,A,0,A,
USGS,9147500,1/4/21,4.2,A,0,A,
USGS,9147500,1/5/21,4.1,A,1.1,A,
USGS,9147500,1/6/21,3.4,A,0,A,
USGS,9147500,1/7/21,3.6,A,0,A,
USGS,9147500,1/8/21,2.8,A,0,A,
USGS,9147500,1/9/21,3.6,A,0,A,
USGS,9147500,1/10/21,1.7,A,0,A,
USGS,9147500,1/11/21,0.6,A,0,A,
USGS,9147500,1/12/21,0.2,A,0,A,
USGS,9147500,1/13/21,3.2,A,0,A,
USGS,9147500,1/14/21,4.2,A,0.1,A,
USGS,9147500,1/15/21,2.7,A,0,A,
USGS,9147500,1/16/21,5.2,A,0,A,
USGS,9147500,1/17/21,5,A,0.2,A,
USGS,9147500,1/18/21,4,A,0.8,A,
USGS,9147500,1/19/21,4.4,A,0.6,A,
USGS,9147500,1/20/21,3.7,A,0,A,
USGS,9147500,1/21/21,4.4,A,0,A,
USGS,9147500,1/22/21,5,A,0,A,
USGS,9147500,1/23/21,5.7,A,1.5,A,
USGS,9147500,1/24/21,3.1,A,0.8,A,
USGS,9147500,1/25/21,4.5,A,0.4,A,
USGS,9147500,1/26/21,1.9,A,0,A,
USGS,9147500,1/27/21,2,A,0,A,
USGS,9147500,1/28/21,4.2,A,0.3,A,
USGS,9147500,1/29/21,6.4,A,0.7,A,
USGS,9147500,1/30/21,5.5,A,1.3,A,
USGS,9147500,1/31/21,4.3,A,0,A,
USGS,9147500,2/1/21,3.9,A,0,A,
USGS,9147500,2/2/21,8.1,A,1.6,A,
USGS,9147500,2/3/21,7.8,A,2,A,
USGS,9147500,2/4/21,5.3,A,0.1,A,
USGS,9147500,2/5/21,2.2,A,0,A,
USGS,9147500,2/6/21,5.4,A,0,A,
USGS,9147500,2/7/21,6.2,A,0,A,
USGS,9147500,2/8/21,5.5,A,0,A,
USGS,9147500,2/9/21,4.5,A,2.1,A,
USGS,9147500,2/10/21,5.5,A,2.3,A,
USGS,9147500,2/11/21,8,A,0.2,A,
USGS,9147500,2/12/21,4.8,A,2.6,A,
USGS,9147500,2/13/21,4.5,A,1.7,A,
USGS,9147500,2/14/21,3,A,0,A,
USGS,9147500,2/15/21,4.3,A,0,A,
USGS,9147500,2/16/21,3.6,A,0.7,A,
USGS,9147500,2/17/21,5.4,A,0,A,
USGS,9147500,2/18/21,6.6,A,0,A,
USGS,9147500,2/19/21,4,A,0,A,
USGS,9147500,2/20/21,8.2,A,0.1,A,
USGS,9147500,2/21/21,7.4,A,0.5,A,
USGS,9147500,2/22/21,6.5,A,0,A,
USGS,9147500,2/23/21,8.5,A,0,A,
USGS,9147500,2/24/21,7.9,A,0,A,
USGS,9147500,2/25/21,8,A,0.7,A,
USGS,9147500,2/26/21,7.6,A,0,A,
USGS,9147500,2/27/21,7.3,A,0.2,A,
USGS,9147500,2/28/21,5.3,A,0,A,
USGS,9147500,3/1/21,5.7,A,0,A,
USGS,9147500,3/2/21,8.4,A,0,A,
USGS,9147500,3/3/21,9.4,A,0,A,
USGS,9147500,3/4/21,7.7,A,1.9,A,
USGS,9147500,3/5/21,10.6,A,1.4,A,
USGS,9147500,3/6/21,9.5,A,0.8,A,
USGS,9147500,3/7/21,10.8,A,0.7,A,
USGS,9147500,3/8/21,8,A,2.5,A,
USGS,9147500,3/9/21,7.7,A,1.5,A,
USGS,9147500,3/10/21,8.6,A,0.9,A,
USGS,9147500,3/11/21,8.7,A,0.6,A,
USGS,9147500,3/12/21,11.3,A,2.2,A,
USGS,9147500,3/13/21,7,A,2.8,A,
USGS,9147500,3/14/21,3.8,A,1.8,A,
USGS,9147500,3/15/21,10.3,A,1.6,A,
USGS,9147500,3/16/21,7.3,A,2.4,A,
USGS,9147500,3/17/21,10.5,A,2.5,A,
USGS,9147500,3/18/21,11.1,A,0.7,A,
USGS,9147500,3/19/21,12.7,A,2.1,A,
USGS,9147500,3/20/21,10.7,A,2.7,A,
USGS,9147500,3/21/21,11.8,A,3.7,A,
USGS,9147500,3/22/21,8.9,A,2.5,A,
USGS,9147500,3/23/21,9.8,A,2.4,A,
USGS,9147500,3/24/21,8,A,2.7,A,
USGS,9147500,3/25/21,5.6,A,2,A,
USGS,9147500,3/26/21,9.7,A,2.9,A,
USGS,9147500,3/27/21,11.8,A,2.9,A,
USGS,9147500,3/28/21,13.5,A,1.5,A,
USGS,9147500,3/29/21,13.8,A,2.4,A,
USGS,9147500,3/30/21,11,A,3.2,A,
USGS,9147500,3/31/21,11.7,A,0,A,
USGS,9147500,4/1/21,13.3,A,0.6,A,
USGS,9147500,4/2/21,14.3,A,2.8,A,
USGS,9147500,4/3/21,14.8,A,3.4,A,
USGS,9147500,4/4/21,13.4,A,2.9,A,
USGS,9147500,4/5/21,11.2,A,3.5,A,
USGS,9147500,4/6/21,10.4,A,3.5,A,
USGS,9147500,4/7/21,13.8,A,1.9,A,
USGS,9147500,4/8/21,12.8,A,4.4,A,
USGS,9147500,4/9/21,13.4,A,2.4,A,
USGS,9147500,4/10/21,14.3,A,2.1,A,
USGS,9147500,4/11/21,14.5,A,2.8,A,
USGS,9147500,4/12/21,14,A,2.9,A,
USGS,9147500,4/13/21,9.2,A,4.8,A,
USGS,9147500,4/14/21,13.9,A,3.6,A,
USGS,9147500,4/15/21,11.3,A,4.8,A,
USGS,9147500,4/16/21,12.8,A,3.1,A,
USGS,9147500,4/17/21,11.8,A,4.1,A,
USGS,9147500,4/18/21,14.4,A,1.9,A,
USGS,9147500,4/19/21,14.4,A,2.8,A,
USGS,9147500,4/20/21,13.8,A,3.9,A,
USGS,9147500,4/21/21,10.8,A,4,A,
USGS,9147500,4/22/21,13.9,A,4.4,A,
USGS,9147500,4/23/21,9.6,A,4.8,A,
USGS,9147500,4/24/21,14.4,A,2.4,A,
USGS,9147500,4/25/21,17.1,A,5.3,A,
USGS,9147500,4/26/21,13.9,A,5.5,A,
USGS,9147500,4/27/21,10.7,A,5.6,A,
USGS,9147500,4/28/21,14.1,A,4.4,A,
USGS,9147500,4/29/21,16.8,A,3.9,A,
USGS,9147500,4/30/21,17.2,A,5.1,A,
USGS,9147500,5/1/21,14.6,A,5.4,A,
USGS,9147500,5/2/21,12.4,A,5.6,A,
USGS,9147500,5/3/21,8.3,A,5.8,A,
USGS,9147500,5/4/21,11.1,A,4.2,A,
USGS,9147500,5/5/21,14.7,A,5.4,A,
USGS,9147500,5/6/21,15.1,A,4.6,A,
USGS,9147500,5/7/21,13.6,A,5.4,A,
USGS,9147500,5/8/21,12,A,5.4,A,
USGS,9147500,5/9/21,10.6,A,4,A,
USGS,9147500,5/10/21,10.2,A,5.4,A,
USGS,9147500,5/11/21,13.7,A,4.4,A,
USGS,9147500,5/12/21,14.6,A,4.1,A,
USGS,9147500,5/13/21,14,A,4.6,A,
USGS,9147500,5/14/21,13.4,A,5.3,A,
USGS,9147500,5/15/21,12.1,A,5.3,A,
USGS,9147500,5/16/21,14.1,A,5.9,A,
USGS,9147500,5/17/21,11.1,A,5.6,A,
USGS,9147500,5/18/21,12.6,A,5.7,A,
USGS,9147500,5/19/21,14.3,A,5.8,A,
USGS,9147500,5/20/21,13.7,A,6.7,A,
USGS,9147500,5/21/21,11.1,A,6.8,A,
USGS,9147500,5/22/21,13,A,5.9,A,
USGS,9147500,5/23/21,13.2,A,6.1,A,
USGS,9147500,5/24/21,13.8,A,4.6,A,
USGS,9147500,5/25/21,14.2,A,4.9,A,
USGS,9147500,5/26/21,9.7,A,5.9,A,
USGS,9147500,5/27/21,14.2,A,5.3,A,
USGS,9147500,5/28/21,11.9,A,5.7,A,
USGS,9147500,5/29/21,12,A,5.5,A,
USGS,9147500,5/30/21,10.1,A,5.7,A,
USGS,9147500,5/31/21,12.6,A,5.7,A,
USGS,9147500,6/1/21,14.3,A,5.8,A,
USGS,9147500,6/2/21,14.6,A,6.2,A,
USGS,9147500,6/3/21,15.8,A,6.4,A,
USGS,9147500,6/4/21,16.2,A,6.6,A,
USGS,9147500,6/5/21,15.5,A,7.4,A,
USGS,9147500,6/6/21,12.4,A,7.4,A,
USGS,9147500,6/7/21,16.6,A,6.9,A,
USGS,9147500,6/8/21,16.3,A,6.6,A,
USGS,9147500,6/9/21,16.7,A,6.4,A,
USGS,9147500,6/10/21,15,A,7,A,
USGS,9147500,6/11/21,17.4,A,6.9,A,
USGS,9147500,6/12/21,18.3,A,6.8,A,
USGS,9147500,6/13/21,18.6,A,7.2,A,
USGS,9147500,6/14/21,19,A,7.6,A,
USGS,9147500,6/15/21,17,A,7.7,A,
USGS,9147500,6/16/21,16.6,A,8.2,A,
USGS,9147500,6/17/21,14.8,A,8.2,A,
USGS,9147500,6/18/21,15.7,A,8.7,A,
USGS,9147500,6/19/21,14.6,A,8.8,A,
USGS,9147500,6/20/21,14,A,8.5,A,
USGS,9147500,6/21/21,16.1,A,8,A,
USGS,9147500,6/22/21,15.8,A,8.5,A,
USGS,9147500,6/23/21,12.8,A,8.4,A,
USGS,9147500,6/24/21,12.9,A,8.4,A,
USGS,9147500,6/25/21,12.2,A,8.1,A,
USGS,9147500,6/26/21,15.8,A,7.9,A,
USGS,9147500,6/27/21,15.8,A,7.9,A,
USGS,9147500,6/28/21,17.1,A,7.9,A,
USGS,9147500,6/29/21,15.7,A,9.3,A,
USGS,9147500,6/30/21,15.6,A,8.9,A,
USGS,9147500,7/1/21,16.6,A,9.6,A,
USGS,9147500,7/2/21,16,A,9.2,A,
USGS,9147500,7/3/21,17.5,A,9.3,A,
USGS,9147500,7/4/21,18.8,A,9.2,A,
USGS,9147500,7/5/21,18.2,A,9.2,A,
USGS,9147500,7/6/21,17.3,A,9.4,A,
USGS,9147500,7/7/21,17,A,8.6,A,
USGS,9147500,7/8/21,15.1,A,8.8,A,
USGS,9147500,7/9/21,14.2,A,9,A,
USGS,9147500,7/10/21,16.1,A,8.8,A,
USGS,9147500,7/11/21,14.8,A,8.2,A,
USGS,9147500,7/12/21,15.5,A,8.3,A,
USGS,9147500,7/13/21,13.6,A,8.9,A,
USGS,9147500,7/14/21,14.3,A,10,A,
USGS,9147500,7/15/21,16.3,A,9.2,A,
USGS,9147500,7/16/21,15.1,A,9,A,
USGS,9147500,7/17/21,15.3,A,9.9,A,
USGS,9147500,7/18/21,17,A,9.3,A,
USGS,9147500,7/19/21,17,A,9.7,A,
USGS,9147500,7/20/21,15.7,A,10,A,
USGS,9147500,7/21/21,16.6,A,10.2,A,
USGS,9147500,7/22/21,16.7,A,10.3,A,
USGS,9147500,7/23/21,17.1,A,10,A,
USGS,9147500,7/24/21,15.1,A,10.7,A,
USGS,9147500,7/25/21,16.9,A,10.5,A,
USGS,9147500,7/26/21,17.3,A,10.8,A,
USGS,9147500,7/27/21,18.4,A,10.7,A,
USGS,9147500,7/28/21,18.5,A,11.3,A,
USGS,9147500,7/29/21,18.4,A,11,A,
USGS,9147500,7/30/21,16.6,A,11,A,
USGS,9147500,7/31/21,17,A,10.5,A,
USGS,9147500,8/1/21,13.9,A,10.9,A,
USGS,9147500,8/2/21,16,A,11,A,
USGS,9147500,8/3/21,16.3,A,10.7,A,
USGS,9147500,8/4/21,15.4,A,10.4,A,
USGS,9147500,8/5/21,15.2,A,10.3,A,
USGS,9147500,8/6/21,15.3,A,10.6,A,
USGS,9147500,8/7/21,14.3,A,10.4,A,
USGS,9147500,8/8/21,15.2,A,10.1,A,
USGS,9147500,8/9/21,15.7,A,10.3,A,
USGS,9147500,8/10/21,15.8,A,10.2,A,
USGS,9147500,8/11/21,15.3,A,10.5,A,
USGS,9147500,8/12/21,15.8,A,10.5,A,
USGS,9147500,8/13/21,17.1,A,11.1,A,
USGS,9147500,8/14/21,17.2,A,10.9,A,
USGS,9147500,8/15/21,16.9,A,11.4,A,
USGS,9147500,8/16/21,16.7,A,11.3,A,
USGS,9147500,8/17/21,17.2,A,11,A,
USGS,9147500,8/18/21,14.1,A,11.3,A,
USGS,9147500,8/19/21,14.9,A,11.5,A,
USGS,9147500,8/20/21,16.1,A,10.5,A,
USGS,9147500,8/21/21,15.9,A,10.7,A,
USGS,9147500,8/22/21,17.5,A,11.2,A,
USGS,9147500,8/23/21,17.4,A,11.3,A,
USGS,9147500,8/24/21,19.4,A,10.8,A,
USGS,9147500,8/25/21,19.4,A,10,A,
USGS,9147500,8/26/21,15.9,A,11,A,
USGS,9147500,8/27/21,18.5,A,11.3,A,
USGS,9147500,8/28/21,18.9,A,11.1,A,
USGS,9147500,8/29/21,18.5,A,10.7,A,
USGS,9147500,8/30/21,18.6,A,10.8,A,
USGS,9147500,8/31/21,17.7,A,11,A,
USGS,9147500,9/1/21,13.4,A,12,A,
USGS,9147500,9/2/21,15.1,A,12,A,
USGS,9147500,9/3/21,16.6,A,11.8,A,
USGS,9147500,9/4/21,17.6,A,11.4,A,
USGS,9147500,9/5/21,17.7,A,10.8,A,
USGS,9147500,9/6/21,17.8,A,10.8,A,
USGS,9147500,9/7/21,17.8,A,10.9,A,
USGS,9147500,9/8/21,18.8,A,10.8,A,
USGS,9147500,9/9/21,18.8,A,11,A,
USGS,9147500,9/10/21,19,A,11.2,A,
USGS,9147500,9/11/21,18.4,A,11.5,A,
USGS,9147500,9/12/21,18.2,A,12.1,A,
USGS,9147500,9/13/21,17.8,A,11.7,A,
USGS,9147500,9/14/21,18.7,A,11.3,A,
USGS,9147500,9/15/21,19.1,A,10.8,A,
USGS,9147500,9/16/21,18.5,A,10.6,A,
USGS,9147500,9/17/21,19,A,10.4,A,
USGS,9147500,9/18/21,17.2,A,10.5,A,
USGS,9147500,9/19/21,17.9,A,12.1,A,
USGS,9147500,9/20/21,17.7,A,10.4,A,
USGS,9147500,9/21/21,17.6,A,8.3,A,
USGS,9147500,9/22/21,18.7,A,8.6,A,
USGS,9147500,9/23/21,17.5,A,9,A,
USGS,9147500,9/24/21,18.9,A,9.8,A,
USGS,9147500,9/25/21,19,A,9.5,A,
USGS,9147500,9/26/21,18.6,A,10,A,
USGS,9147500,9/27/21,18.1,A,11.3,A,
USGS,9147500,9/28/21,16.4,A,11.7,A,
USGS,9147500,9/29/21,15.6,A,11,A,
USGS,9147500,9/30/21,14.4,A,11.2,A,
USGS,9147500,10/1/21,15.9,A,11.8,A,
USGS,9147500,10/2/21,18,A,11,A,
USGS,9147500,10/3/21,18,A,9.9,A,
USGS,9147500,10/4/21,18.1,A,9.6,A,
USGS,9147500,10/5/21,18,A,10.1,A,
USGS,9147500,10/6/21,16.2,A,11.4,A,
USGS,9147500,10/7/21,17,A,9.8,A,
USGS,9147500,10/8/21,15,A,10.8,A,
USGS,9147500,10/9/21,16.9,A,11,A,
USGS,9147500,10/10/21,16.1,A,9.7,A,
USGS,9147500,10/11/21,15.7,A,8.2,A,
USGS,9147500,10/12/21,13.1,A,9.6,A,
USGS,9147500,10/13/21,12.3,A,9.2,A,
USGS,9147500,10/14/21,11,A,8,A,
USGS,9147500,10/15/21,14,A,7.6,A,
USGS,9147500,10/16/21,14.4,A,6.5,A,
USGS,9147500,10/17/21,15.2,A,7.4,A,
USGS,9147500,10/18/21,15.2,A,8.2,A,
USGS,9147500,10/19/21,12,A,8,A,
USGS,9147500,10/20/21,13.9,A,6.4,A,
USGS,9147500,10/21/21,13.2,A,6.8,A,
USGS,9147500,10/22/21,14.1,A,6.8,A,
USGS,9147500,10/23/21,11.6,A,7.1,A,
USGS,9147500,10/24/21,14.7,A,8.5,A,
USGS,9147500,10/25/21,15.6,A,8.7,A,
USGS,9147500,10/26/21,11.4,A,8,A,
USGS,9147500,10/27/21,12.5,A,6.9,A,
USGS,9147500,10/28/21,12.9,A,6.5,A,
USGS,9147500,10/29/21,13.1,A,5.9,A,
USGS,9147500,10/30/21,13,A,6.2,A,
USGS,9147500,10/31/21,12.7,A,6.9,A,
USGS,9147500,11/1/21,13,A,8,A,
USGS,9147500,11/2/21,10.3,A,8.4,A,
USGS,9147500,11/3/21,13,A,7.8,A,
USGS,9147500,11/4/21,12.1,A,5.6,A,
USGS,9147500,11/5/21,12.4,A,5.7,A,
USGS,9147500,11/6/21,12.3,A,5.1,A,
USGS,9147500,11/7/21,12.2,A,5.8,A,
USGS,9147500,11/8/21,12.5,A,6.8,A,
USGS,9147500,11/9/21,10.2,A,6,A,
USGS,9147500,11/10/21,10.5,A,6.5,A,
USGS,9147500,11/11/21,10.4,A,4.5,A,
USGS,9147500,11/12/21,11.2,A,5.9,A,
USGS,9147500,11/13/21,11,A,4.8,A,
USGS,9147500,11/14/21,11,A,4.9,A,
USGS,9147500,11/15/21,11.1,A,5.2,A,
USGS,9147500,11/16/21,10.7,A,6.5,A,
USGS,9147500,11/17/21,9.6,A,4.6,A,
USGS,9147500,11/18/21,8.7,A,2.4,A,
USGS,9147500,11/19/21,8.8,A,5.3,A,
USGS,9147500,11/20/21,9.1,A,6.4,A,
USGS,9147500,11/21/21,9.3,A,4.4,A,
USGS,9147500,11/22/21,9,A,2.6,A,
USGS,9147500,11/23/21,7.9,A,3.1,A,
USGS,9147500,11/24/21,6.8,A,3.6,A,
USGS,9147500,11/25/21,7.6,A,1.3,A,
USGS,9147500,11/26/21,8.6,A,2,A,
USGS,9147500,11/27/21,8.7,A,2.4,A,
USGS,9147500,11/28/21,9,A,2.7,A,
USGS,9147500,11/29/21,9.2,A,3,A,
USGS,9147500,11/30/21,8.8,A,3.2,A,
USGS,9147500,12/1/21,8.7,A,2.7,A,
USGS,9147500,12/2/21,9,A,3.1,A,
USGS,9147500,12/3/21,8.8,A,2.9,A,
USGS,9147500,12/4/21,8.6,A,2.9,A,
USGS,9147500,12/5/21,8.3,A,2.7,A,
USGS,9147500,12/6/21,7,A,1.8,A,
USGS,9147500,12/7/21,7.4,A,4.2,A,
USGS,9147500,12/8/21,6.3,A,2.7,A,
USGS,9147500,12/9/21,6.3,A,5.1,A,
USGS,9147500,12/10/21,5.9,A,0.2,A,
USGS,9147500,12/11/21,4.1,A,0,A,
USGS,9147500,12/12/21,6.4,A,0,A,
USGS,9147500,12/13/21,7,A,0.7,A,
USGS,9147500,12/14/21,7.8,A,2.9,A,
USGS,9147500,12/15/21,5,A,1.6,A,
USGS,9147500,12/16/21,4.6,A,0,A,
USGS,9147500,12/17/21,5.6,A,1.6,A,
USGS,9147500,12/18/21,4.4,A,0,A,
USGS,9147500,12/19/21,4.8,A,0,A,
USGS,9147500,12/20/21,5.2,A,0,A,
USGS,9147500,12/21/21,5.8,A,0.7,A,
USGS,9147500,12/22/21,5.8,A,0.4,A,
USGS,9147500,12/23/21,5.9,A,2.8,A,
USGS,9147500,12/24/21,5.1,A,2.5,A,
USGS,9147500,12/25/21,6.8,A,2.3,A,
USGS,9147500,12/26/21,5.3,A,1.5,A,
USGS,9147500,12/27/21,4.2,A,1.4,A,
USGS,9147500,12/28/21,4.5,A,1.9,A,
USGS,9147500,12/29/21,5.4,A,1.8,A,
USGS,9147500,12/30/21,5.1,A,1.1,A,
USGS,9147500,12/31/21,4,A,1.2,A,
USGS,9147500,1/1/22,1.6,A,0,A,
USGS,9147500,1/2/22,0.1,A,0,A,
USGS,9147500,1/3/22,1.4,A,0,A,
USGS,9147500,1/4/22,3.9,A,0.6,A,
USGS,9147500,1/5/22,5.7,A,1,A,
USGS,9147500,1/6/22,6.7,A,2.5,A,
USGS,9147500,1/7/22,7,A,1.1,A,
USGS,9147500,1/8/22,4.3,A,1.6,A,
USGS,9147500,1/9/22,4.8,A,0,A,
USGS,9147500,1/10/22,3.9,A,0,A,
USGS,9147500,1/11/22,4.4,A,0,A,
USGS,9147500,1/12/22,5,A,0,A,
USGS,9147500,1/13/22,5.9,A,0,A,
USGS,9147500,1/14/22,5.4,A,1.1,A,
USGS,9147500,1/15/22,5.1,A,0,A,
USGS,9147500,1/16/22,4.9,A,0,A,
USGS,9147500,1/17/22,5.1,A,0,A,
USGS,9147500,1/18/22,5,A,0,A,
USGS,9147500,1/19/22,5.7,A,0.3,A,
USGS,9147500,1/20/22,5.6,A,0.1,A,
USGS,9147500,1/21/22,3.2,A,0.7,A,
USGS,9147500,1/22/22,6.1,A,1.2,A,
USGS,9147500,1/23/22,5.6,A,0,A,
USGS,9147500,1/24/22,5.7,A,0,A,
USGS,9147500,1/25/22,4,A,0.6,A,
USGS,9147500,1/26/22,5.9,A,0.7,A,
USGS,9147500,1/27/22,2.5,A,0,A,
USGS,9147500,1/28/22,3.5,A,0,A,
USGS,9147500,1/29/22,4.3,A,0,A,
USGS,9147500,1/30/22,5,A,0,A,
USGS,9147500,1/31/22,4.2,A,0,A,
USGS,9147500,2/1/22,4.1,A,0,A,
USGS,9147500,2/2/22,3.7,A,0,A,
USGS,9147500,2/3/22,0.3,A,0,A,
USGS,9147500,2/4/22,0.3,A,0,A,
USGS,9147500,2/5/22,3.4,A,0,A,
USGS,9147500,2/6/22,4.9,A,0,A,
USGS,9147500,2/7/22,5.3,A,0,A,
USGS,9147500,2/8/22,6.3,A,0,A,
USGS,9147500,2/9/22,7,A,0,A,
USGS,9147500,2/10/22,6.8,A,0,A,
USGS,9147500,2/11/22,8.1,A,0,A,
USGS,9147500,2/12/22,6.8,A,0,A,
USGS,9147500,2/13/22,7.2,A,0,A,
USGS,9147500,2/14/22,8,A,0,A,
USGS,9147500,2/15/22,8.3,A,0.5,A,
USGS,9147500,2/16/22,5.4,A,0.8,A,
USGS,9147500,2/17/22,7.2,A,0.1,A,
USGS,9147500,2/18/22,6.8,A,0,A,
USGS,9147500,2/19/22,8.1,A,0,A,
USGS,9147500,2/20/22,8.9,A,0,A,
USGS,9147500,2/21/22,6,A,0.9,A,
USGS,9147500,2/22/22,2.7,A,0.9,A,
USGS,9147500,2/23/22,5.3,A,0.1,A,
USGS,9147500,2/24/22,5.8,A,0,A,
USGS,9147500,2/25/22,7.5,A,0,A,
USGS,9147500,2/26/22,7.2,A,0,A,
USGS,9147500,2/27/22,6.6,A,0,A,
USGS,9147500,2/28/22,9,A,0,A,
USGS,9147500,3/1/22,9.6,A,0,A,
USGS,9147500,3/2/22,10.2,A,0,A,
USGS,9147500,3/3/22,9.3,A,0.4,A,
USGS,9147500,3/4/22,7.8,A,1.5,A,
USGS,9147500,3/5/22,9.4,A,2,A,
USGS,9147500,3/6/22,4.9,A,1.6,A,
USGS,9147500,3/7/22,6.2,A,0.3,A,
USGS,9147500,3/8/22,8.2,A,0,A,
USGS,9147500,3/9/22,8.1,A,1.1,A,
USGS,9147500,3/10/22,4.9,A,0.2,A,
USGS,9147500,3/11/22,7,A,0,A,
USGS,9147500,3/12/22,9.8,A,0,A,
USGS,9147500,3/13/22,10.1,A,0.1,A,
USGS,9147500,3/14/22,11,A,2.3,A,
USGS,9147500,3/15/22,11.6,A,0.5,A,
USGS,9147500,3/16/22,7.3,A,2.1,A,
USGS,9147500,3/17/22,9.6,A,1.7,A,
USGS,9147500,3/18/22,10.4,A,0.1,A,
USGS,9147500,3/19/22,10,A,0.2,A,
USGS,9147500,3/20/22,9.6,A,2.5,A,
USGS,9147500,3/21/22,6.8,A,2.7,A,
USGS,9147500,3/22/22,8,A,0.3,A,
USGS,9147500,3/23/22,11.4,A,0,A,
USGS,9147500,3/24/22,12.7,A,0.6,A,
USGS,9147500,3/25/22,13.2,A,2,A,
USGS,9147500,3/26/22,13.4,A,2.4,A,
USGS,9147500,3/27/22,13.4,A,2.2,A,
USGS,9147500,3/28/22,10.4,A,2.6,A,
USGS,9147500,3/29/22,9.8,A,4.4,A,
USGS,9147500,3/30/22,10.1,A,3.6,A,
USGS,9147500,3/31/22,10.4,A,1.2,A,
USGS,9147500,4/1/22,13.1,A,3.5,A,
USGS,9147500,4/2/22,12.1,A,1.9,A,
USGS,9147500,4/3/22,11.2,A,5,A,
USGS,9147500,4/4/22,13.9,A,4.4,A,
USGS,9147500,4/5/22,12.6,A,4.6,A,
USGS,9147500,4/6/22,11.9,A,1.5,A,
USGS,9147500,4/7/22,12.8,A,0.6,A,
USGS,9147500,4/8/22,14.1,A,1.4,A,
USGS,9147500,4/9/22,13.8,A,2.9,A,
USGS,9147500,4/10/22,10.8,A,4.1,A,
USGS,9147500,4/11/22,11.3,A,3.3,A,
USGS,9147500,4/12/22,6,A,0.9,A,
USGS,9147500,4/13/22,11,A,0.4,A,
USGS,9147500,4/14/22,11.5,A,0.8,A,
USGS,9147500,4/15/22,13.4,A,3.3,A,
USGS,9147500,4/16/22,12.3,A,3.8,A,
USGS,9147500,4/17/22,15,A,3.9,A,
USGS,9147500,4/18/22,12.1,A,3.5,A,
USGS,9147500,4/19/22,12.5,A,3.8,A,
USGS,9147500,4/20/22,14.8,A,4.5,A,
USGS,9147500,4/21/22,16,A,3.4,A,
USGS,9147500,4/22/22,8.4,A,4.3,A,
USGS,9147500,4/23/22,7,A,4.1,A,
USGS,9147500,4/24/22,10.2,A,4,A,
USGS,9147500,4/25/22,8.9,A,3.8,A,
USGS,9147500,4/26/22,8,A,4.6,A,
USGS,9147500,4/27/22,7.4,A,5.1,A,
USGS,9147500,4/28/22,8.2,A,4.9,A,
USGS,9147500,4/29/22,8.4,A,5,A,
USGS,9147500,4/30/22,8.6,A,4.6,A,
USGS,9147500,5/1/22,8.3,A,5.1,A,
USGS,9147500,5/2/22,9.5,A,5.5,A,
USGS,9147500,5/3/22,8.2,A,5.1,A,
USGS,9147500,5/4/22,9.7,A,5,A,
USGS,9147500,5/5/22,12.6,A,4.5,A,
USGS,9147500,5/6/22,13.2,A,5.2,A,
USGS,9147500,5/7/22,12.7,A,5.3,A,
USGS,9147500,5/8/22,12.4,A,5.3,A,
USGS,9147500,5/9/22,12.8,A,4.9,A,
USGS,9147500,5/10/22,14.9,A,5,A,
USGS,9147500,5/11/22,12,A,4.7,A,
USGS,9147500,5/12/22,12.6,A,4.6,A,
USGS,9147500,5/13/22,12.5,A,4,A,
USGS,9147500,5/14/22,13.2,A,4.5,A,
USGS,9147500,5/15/22,13.5,A,4.8,A,
USGS,9147500,5/16/22,10.4,A,5.2,A,
USGS,9147500,5/17/22,13.8,A,5,A,
USGS,9147500,5/18/22,14.4,A,5.8,A,
USGS,9147500,5/19/22,12.4,A,5.6,A,
USGS,9147500,5/20/22,9.5,A,5.8,A,
USGS,9147500,5/21/22,10.1,A,5.1,A,
USGS,9147500,5/22/22,12.4,A,6.5,A,
USGS,9147500,5/23/22,12.1,A,6.5,A,
USGS,9147500,5/24/22,14,A,5.6,A,
USGS,9147500,5/25/22,13.7,A,5.4,A,
USGS,9147500,5/26/22,14.2,A,6.1,A,
USGS,9147500,5/27/22,14,A,6.7,A,
USGS,9147500,5/28/22,11.8,A,6.6,A,
USGS,9147500,5/29/22,11,A,7.2,A,
USGS,9147500,5/30/22,12.1,A,6.1,A,
USGS,9147500,5/31/22,13.6,A,6.4,A,
USGS,9147500,6/1/22,14.1,A,6.6,A,
USGS,9147500,6/2/22,14.5,A,6.5,A,
USGS,9147500,6/3/22,12,A,6.9,A,
USGS,9147500,6/4/22,14.4,A,7.1,A,
USGS,9147500,6/5/22,13.1,A,8,A,
USGS,9147500,6/6/22,14.4,A,7.6,A,
USGS,9147500,6/7/22,15,A,8.1,A,
USGS,9147500,6/8/22,15.3,A,7.6,A,
USGS,9147500,6/9/22,15.1,A,8.2,A,
USGS,9147500,6/10/22,15.6,A,8.2,A,
USGS,9147500,6/11/22,14.4,A,8.6,A,
USGS,9147500,6/12/22,15.6,A,8.6,A,
USGS,9147500,6/13/22,15.2,A,8.5,A,
USGS,9147500,6/14/22,14.7,A,8.6,A,
USGS,9147500,6/15/22,14.9,A,7.5,A,
