,site_no,Date,Temp (max),,Temp (min),,
USGS,9147500,5/17/11,8.6,A,5.9,A,
USGS,9147500,5/18/11,7.7,A,5.8,A,
USGS,9147500,5/19/11,8.2,A,5.4,A,
USGS,9147500,5/20/11,7.8,A,5.5,A,
USGS,9147500,5/21/11,9.5,A,5.7,A,
USGS,9147500,5/22/11,10.9,A,5.9,A,
USGS,9147500,5/23/11,11.8,A,6.5,A,
USGS,9147500,5/24/11,9.6,A,6.1,A,
USGS,9147500,5/25/11,13.1,A,5.8,A,
USGS,9147500,5/26/11,11,A,6.3,A,
USGS,9147500,5/27/11,13.1,A,6.1,A,
USGS,9147500,5/28/11,13.8,A,6.6,A,
USGS,9147500,5/29/11,12.8,A,6,A,
USGS,9147500,5/30/11,10.3,A,6.2,A,
USGS,9147500,5/31/11,12.3,A,4.4,A,
USGS,9147500,6/1/11,11.7,A,6.2,A,
USGS,9147500,6/2/11,13,A,6.6,A,
USGS,9147500,6/3/11,10.9,A,5.1,A,
USGS,9147500,6/4/11,12.5,A,5.8,A,
USGS,9147500,6/5/11,12.6,A,6,A,
USGS,9147500,6/6/11,12.2,A,6.3,A,
USGS,9147500,6/7/11,11.9,A,5.9,A,
USGS,9147500,6/8/11,12,A,5.8,A,
USGS,9147500,6/9/11,12,A,6.3,A,
USGS,9147500,6/10/11,12,A,6.3,A,
USGS,9147500,6/11/11,11.2,A,6.6,A,
USGS,9147500,6/12/11,12.1,A,6.5,A,
USGS,9147500,6/13/11,11.9,A,6.8,A,
USGS,9147500,6/14/11,12.6,A,7.1,A,
USGS,9147500,6/15/11,12.8,A,6.9,A,
USGS,9147500,6/16/11,12.8,A,7.4,A,
USGS,9147500,6/17/11,10.5,A,7.5,A,
USGS,9147500,6/18/11,12.4,A,7.7,A,
USGS,9147500,6/19/11,10.8,A,7.9,A,
USGS,9147500,6/20/11,10.3,A,7.6,A,
USGS,9147500,6/21/11,12.8,A,7.8,A,
USGS,9147500,6/22/11,13.4,A,8,A,
USGS,9147500,6/23/11,13.5,A,8,A,
USGS,9147500,6/24/11,13.5,A,7.8,A,
USGS,9147500,6/25/11,13.2,A,7.5,A,
USGS,9147500,6/26/11,13.3,A,7.8,A,
USGS,9147500,6/27/11,13.3,A,7.6,A,
USGS,9147500,6/28/11,13.8,A,8.2,A,
USGS,9147500,6/29/11,13,A,8.8,A,
USGS,9147500,6/30/11,12,A,8.9,A,
USGS,9147500,7/1/11,13.7,A,7.8,A,
USGS,9147500,7/2/11,13.9,A,8.4,A,
USGS,9147500,7/3/11,13.4,A,8.7,A,
USGS,9147500,7/4/11,14.4,A,9.1,A,
USGS,9147500,7/5/11,14.8,A,9.7,A,
USGS,9147500,7/6/11,15.5,A,11.7,A,
USGS,9147500,7/7/11,15.5,A,11.9,A,
USGS,9147500,7/8/11,15.9,A,12,A,
USGS,9147500,7/9/11,14.6,A,12,A,
USGS,9147500,7/10/11,15.2,A,12.2,A,
USGS,9147500,7/11/11,15,A,12.4,A,
USGS,9147500,7/12/11,14.9,A,12.1,A,
USGS,9147500,7/13/11,16.1,A,12,A,
USGS,9147500,7/14/11,15.7,A,11.8,A,
USGS,9147500,7/15/11,15.2,A,10.8,A,
USGS,9147500,7/16/11,13.3,A,10.6,A,
USGS,9147500,7/17/11,15.1,A,10.4,A,
USGS,9147500,7/18/11,14.9,A,11,A,
USGS,9147500,7/19/11,13.2,A,10.7,A,
USGS,9147500,7/20/11,15.3,A,11.1,A,
USGS,9147500,7/21/11,15,A,10.9,A,
USGS,9147500,7/22/11,15.1,A,10.4,A,
USGS,9147500,7/23/11,15.1,A,10.3,A,
USGS,9147500,7/24/11,15.4,A,10.5,A,
USGS,9147500,7/25/11,15.1,A,10.7,A,
USGS,9147500,7/26/11,14.1,A,11.3,A,
USGS,9147500,7/27/11,16.1,A,11.5,A,
USGS,9147500,7/28/11,16.7,A,11.1,A,
USGS,9147500,7/29/11,16.6,A,11,A,
USGS,9147500,7/30/11,17,A,11,A,
USGS,9147500,7/31/11,16.4,A,11.5,A,
USGS,9147500,8/1/11,14.1,A,11.7,A,
USGS,9147500,8/2/11,16.1,A,11.5,A,
USGS,9147500,8/3/11,15.2,A,11,A,
USGS,9147500,8/4/11,15.2,A,11.6,A,
USGS,9147500,8/5/11,16.1,A,11.2,A,
USGS,9147500,8/6/11,16.4,A,11.1,A,
USGS,9147500,8/7/11,16.4,A,10.5,A,
USGS,9147500,8/8/11,16.1,A,10.4,A,
USGS,9147500,8/9/11,16,A,10.3,A,
USGS,9147500,8/10/11,15.8,A,10.8,A,
USGS,9147500,8/11/11,15.7,A,11,A,
USGS,9147500,8/12/11,15.5,A,10.9,A,
USGS,9147500,8/13/11,15.9,A,10.8,A,
USGS,9147500,8/14/11,13.7,A,11.7,A,
USGS,9147500,8/15/11,16.2,A,11.7,A,
USGS,9147500,8/16/11,16.2,A,11.3,A,
USGS,9147500,8/17/11,15.9,A,11.4,A,
USGS,9147500,8/18/11,15.5,A,11.4,A,
USGS,9147500,8/19/11,15.7,A,11.7,A,
USGS,9147500,8/20/11,16,A,11.5,A,
USGS,9147500,8/21/11,16,A,11.7,A,
USGS,9147500,8/22/11,15.7,A,11.6,A,
USGS,9147500,8/23/11,16.4,A,11.6,A,
USGS,9147500,8/24/11,15.3,A,11.6,A,
USGS,9147500,8/25/11,15.4,A,11.6,A,
USGS,9147500,8/26/11,15,A,12.1,A,
USGS,9147500,8/27/11,16.3,A,12.3,A,
USGS,9147500,8/28/11,16.3,A,12.3,A,
USGS,9147500,8/29/11,15.9,A,12.5,A,
USGS,9147500,8/30/11,16.7,A,12.1,A,
USGS,9147500,8/31/11,15.6,A,11.9,A,
USGS,9147500,9/1/11,16.8,A,12,A,
USGS,9147500,9/2/11,16.6,A,12.1,A,
USGS,9147500,9/3/11,16.1,A,11.6,A,
USGS,9147500,9/4/11,16,A,11.6,A,
USGS,9147500,9/5/11,16.7,A,11.5,A,
USGS,9147500,9/6/11,13.8,A,12.3,A,
USGS,9147500,9/7/11,18.4,A,11.9,A,
USGS,9147500,9/8/11,18,A,11.4,A,
USGS,9147500,9/9/11,17.2,A,11.6,A,
USGS,9147500,9/10/11,16.8,A,11.2,A,
USGS,9147500,9/11/11,16.1,A,11.7,A,
USGS,9147500,9/12/11,17.1,A,11.9,A,
USGS,9147500,9/13/11,17.8,A,11.6,A,
USGS,9147500,9/14/11,13.9,A,11.1,A,
USGS,9147500,9/15/11,15.3,A,11.7,A,
USGS,9147500,9/16/11,16.8,A,11.6,A,
USGS,9147500,9/17/11,14.2,A,11.5,A,
USGS,9147500,9/18/11,17.5,A,10,A,
USGS,9147500,9/19/11,18.8,A,10.4,A,
USGS,9147500,9/20/11,17.7,A,10.1,A,
USGS,9147500,9/21/11,18.7,A,10.1,A,
USGS,9147500,9/22/11,18.2,A,9.7,A,
USGS,9147500,9/23/11,18.6,A,9.2,A,
USGS,9147500,9/24/11,18.8,A,9.5,A,
USGS,9147500,9/25/11,18.5,A,9.8,A,
USGS,9147500,9/26/11,18.5,A,9.6,A,
USGS,9147500,9/27/11,18.7,A,9.9,A,
USGS,9147500,9/28/11,18.8,A,9.9,A,
USGS,9147500,9/29/11,18.6,A,9.9,A,
USGS,9147500,9/30/11,16.7,A,10.4,A,
USGS,9147500,10/1/11,17.5,A,10.2,A,
USGS,9147500,10/2/11,16.1,A,10.4,A,
USGS,9147500,10/3/11,16,A,10.5,A,
USGS,9147500,10/4/11,12.9,A,10.9,A,
USGS,9147500,10/5/11,16.1,A,10.3,A,
USGS,9147500,10/6/11,13.2,A,9.6,A,
USGS,9147500,10/7/11,14.6,A,8,A,
USGS,9147500,10/8/11,14.3,A,9.3,A,
USGS,9147500,10/9/11,14.5,A,8.9,A,
USGS,9147500,10/10/11,15.5,A,8.2,A,
USGS,9147500,10/11/11,14.6,A,10.3,A,
USGS,9147500,10/12/11,15.9,A,9.3,A,
USGS,9147500,10/13/11,15.5,A,8.1,A,
USGS,9147500,10/14/11,16.2,A,8.7,A,
USGS,9147500,10/15/11,16.4,A,8.4,A,
USGS,9147500,10/16/11,15.6,A,8.5,A,
USGS,9147500,10/17/11,14.2,A,9.4,A,
USGS,9147500,10/18/11,13.9,A,7.2,A,
USGS,9147500,10/19/11,14.2,A,6.5,A,
USGS,9147500,10/20/11,14.5,A,6.9,A,
USGS,9147500,10/21/11,14.6,A,6.9,A,
USGS,9147500,10/22/11,14.3,A,7.1,A,
USGS,9147500,10/23/11,14.5,A,6.9,A,
USGS,9147500,10/24/11,14.6,A,6.4,A,
USGS,9147500,10/25/11,11.1,A,8.8,A,
USGS,9147500,10/26/11,9.4,A,7.8,A,
USGS,9147500,10/27/11,11.7,A,7.3,A,
USGS,9147500,10/28/11,12.3,A,5.8,A,
USGS,9147500,10/29/11,12.4,A,5.7,A,
USGS,9147500,10/30/11,12.5,A,5.8,A,
USGS,9147500,10/31/11,13,A,5.9,A,
USGS,9147500,11/1/11,12.6,A,6.2,A,
USGS,9147500,11/2/11,10.5,A,3.3,A,
USGS,9147500,11/3/11,11.4,A,3.6,A,
USGS,9147500,11/4/11,10.2,A,4.8,A,
USGS,9147500,11/5/11,9.1,A,6.4,A,
USGS,9147500,11/6/11,9.5,A,5.6,A,
USGS,9147500,11/7/11,10.3,A,5.1,A,
USGS,9147500,11/8/11,9.9,A,5.3,A,
USGS,9147500,11/9/11,10,A,3.7,A,
USGS,9147500,11/10/11,10.1,A,3.4,A,
USGS,9147500,11/11/11,8.9,A,3.6,A,
USGS,9147500,11/12/11,9.5,A,5.8,A,
USGS,9147500,11/13/11,7.6,A,6,A,
USGS,9147500,11/14/11,9.2,A,4.8,A,
USGS,9147500,11/15/11,10.6,A,4.5,A,
USGS,9147500,11/16/11,9.3,A,4.5,A,
USGS,9147500,11/17/11,9.5,A,3.2,A,
USGS,9147500,11/18/11,9.8,A,4.5,A,
USGS,9147500,11/19/11,8.8,A,4.6,A,
USGS,9147500,11/20/11,10,A,5.1,A,
USGS,9147500,11/21/11,8.9,A,4.8,A,
USGS,9147500,11/22/11,9.7,A,5,A,
USGS,9147500,11/23/11,9.6,A,3.7,A,
USGS,9147500,11/24/11,9.6,A,3.2,A,
USGS,9147500,11/25/11,9.3,A,4.8,A,
USGS,9147500,11/26/11,7.5,A,2.9,A,
USGS,9147500,11/27/11,8.3,A,2.1,A,
USGS,9147500,11/28/11,8.5,A,2.9,A,
USGS,9147500,11/29/11,8.4,A,3.6,A,
USGS,9147500,11/30/11,10.1,A,2.7,A,
USGS,9147500,12/1/11,7.9,A,3.3,A,
USGS,9147500,12/2/11,6.7,A,2.8,A,
USGS,9147500,12/3/11,5.2,A,3.8,A,
USGS,9147500,12/4/11,5.4,A,2.7,A,
USGS,9147500,12/5/11,6,A,2.2,A,
USGS,9147500,12/6/11,5.5,A,0.4,A,
USGS,9147500,12/7/11,6.3,A,0.5,A,
USGS,9147500,12/8/11,6.3,A,1.5,A,
USGS,9147500,12/9/11,6.3,A,0.7,A,
USGS,9147500,12/10/11,6.5,A,1,A,
USGS,9147500,12/11/11,6.5,A,1.2,A,
USGS,9147500,12/12/11,5.7,A,1.4,A,
USGS,9147500,12/13/11,6.4,A,2.9,A,
USGS,9147500,12/14/11,5.4,A,2.6,A,
USGS,9147500,12/15/11,5.8,A,1,A,
USGS,9147500,12/16/11,5.6,A,0.5,A,
USGS,9147500,12/17/11,5.8,A,0.2,A,
USGS,9147500,12/18/11,6.3,A,1,A,
USGS,9147500,12/19/11,5.1,A,2.2,A,
USGS,9147500,12/20/11,5.8,A,1.5,A,
USGS,9147500,12/21/11,4.6,A,0.7,A,
USGS,9147500,12/22/11,4.2,A,1.5,A,
USGS,9147500,12/23/11,4.7,A,0,A,
USGS,9147500,12/24/11,4.7,A,0,A,
USGS,9147500,12/25/11,5.2,A,0,A,
USGS,9147500,12/26/11,5.2,A,0.3,A,
USGS,9147500,12/27/11,5.6,A,0.3,A,
USGS,9147500,12/28/11,5.6,A,0.3,A,
USGS,9147500,12/29/11,5.6,A,1.7,A,
USGS,9147500,12/30/11,6.8,A,2.5,A,
USGS,9147500,12/31/11,5.1,A,0.8,A,
USGS,9147500,1/1/12,5.2,A,0,A,
USGS,9147500,1/2/12,6,A,0.3,A,
USGS,9147500,1/3/12,5.9,A,0.9,A,
USGS,9147500,1/4/12,5.6,A,0.3,A,
USGS,9147500,1/5/12,6.1,A,0.6,A,
USGS,9147500,1/6/12,6.2,A,0.9,A,
USGS,9147500,1/7/12,5.1,A,1.5,A,
USGS,9147500,1/8/12,5.4,A,0.6,A,
USGS,9147500,1/9/12,5.1,A,0,A,
USGS,9147500,1/10/12,5.7,A,0.1,A,
USGS,9147500,1/11/12,4.6,A,0,A,
USGS,9147500,1/12/12,3.4,A,0,A,
USGS,9147500,1/13/12,4.4,A,0,A,
USGS,9147500,1/14/12,5.4,A,0,A,
USGS,9147500,1/15/12,5.5,A,0,A,
USGS,9147500,1/16/12,5.9,A,1.2,A,
USGS,9147500,1/17/12,4.6,A,0,A,
USGS,9147500,1/18/12,4.4,A,1,A,
USGS,9147500,1/19/12,7,A,2.7,A,
USGS,9147500,1/20/12,5.6,A,1.8,A,
USGS,9147500,1/21/12,4,A,1.3,A,
USGS,9147500,1/22/12,5.6,A,1,A,
USGS,9147500,1/23/12,6,A,0.6,A,
USGS,9147500,1/24/12,4,A,1.7,A,
USGS,9147500,1/25/12,6.1,A,0.3,A,
USGS,9147500,1/26/12,6.5,A,0.3,A,
USGS,9147500,1/27/12,6.1,A,0.3,A,
USGS,9147500,1/28/12,5.2,A,0,A,
USGS,9147500,1/29/12,5.9,A,0,A,
USGS,9147500,1/30/12,5.4,A,0.2,A,
USGS,9147500,1/31/12,5.7,A,0.4,A,
USGS,9147500,2/1/12,6.5,A,0.2,A,
USGS,9147500,2/2/12,4.2,A,1.5,A,
USGS,9147500,2/3/12,6.5,A,1.6,A,
USGS,9147500,2/4/12,6.6,A,0.8,A,
USGS,9147500,2/5/12,5.7,A,0,A,
USGS,9147500,2/6/12,5.5,A,0.2,A,
USGS,9147500,2/7/12,6.8,A,0.9,A,
USGS,9147500,2/8/12,5,A,0,A,
USGS,9147500,2/9/12,6.6,A,1.5,A,
USGS,9147500,2/10/12,6.9,A,0,A,
USGS,9147500,2/11/12,6.6,A,0.5,A,
USGS,9147500,2/12/12,6.7,A,1.9,A,
USGS,9147500,2/13/12,7.2,A,2.4,A,
USGS,9147500,2/14/12,5.4,A,0.7,A,
USGS,9147500,2/15/12,6.9,A,0.9,A,
USGS,9147500,2/16/12,7.6,A,0,A,
USGS,9147500,2/17/12,7.5,A,0,A,
USGS,9147500,2/18/12,7.7,A,0,A,
USGS,9147500,2/19/12,3.5,A,0.3,A,
USGS,9147500,2/20/12,6.9,A,0,A,
USGS,9147500,2/21/12,7.3,A,0.4,A,
USGS,9147500,2/22/12,8.1,A,2.4,A,
USGS,9147500,2/23/12,5.3,A,0.1,A,
USGS,9147500,2/24/12,7.2,A,0,A,
USGS,9147500,2/25/12,8.6,A,0,A,
USGS,9147500,2/26/12,6.6,A,0,A,
USGS,9147500,2/27/12,9.4,A,0,A,
USGS,9147500,2/28/12,6.2,A,1.1,A,
USGS,9147500,2/29/12,8.6,A,0,A,
USGS,9147500,3/1/12,3.5,A,0.4,A,
USGS,9147500,3/2/12,4.8,A,0,A,
USGS,9147500,3/3/12,6.6,A,0,A,
USGS,9147500,3/4/12,8.6,A,0,A,
USGS,9147500,3/5/12,9.9,A,0,A,
USGS,9147500,3/6/12,9.2,A,1.1,A,
USGS,9147500,3/7/12,4.1,A,0.9,A,
USGS,9147500,3/8/12,8.6,A,0.7,A,
USGS,9147500,3/9/12,10,A,0.1,A,
USGS,9147500,3/10/12,10.3,A,0.3,A,
USGS,9147500,3/11/12,10.4,A,1,A,
USGS,9147500,3/12/12,7.6,A,1.4,A,
USGS,9147500,3/13/12,10.8,A,1.1,A,
USGS,9147500,3/14/12,10.3,A,0.5,A,
USGS,9147500,3/15/12,11.1,A,0.6,A,
USGS,9147500,3/16/12,9.9,A,1.3,A,
USGS,9147500,3/17/12,9.6,A,1.4,A,
USGS,9147500,3/18/12,5.2,A,1.9,A,
USGS,9147500,3/19/12,5.1,A,0.7,A,
USGS,9147500,3/20/12,10,A,1.2,A,
USGS,9147500,3/21/12,11.3,A,0.9,A,
USGS,9147500,3/22/12,12.3,A,1.5,A,
USGS,9147500,3/23/12,12.9,A,1.7,A,
USGS,9147500,3/24/12,12.6,A,2,A,
USGS,9147500,3/25/12,10.4,A,2.5,A,
USGS,9147500,3/26/12,11.6,A,3.5,A,
USGS,9147500,3/27/12,12.3,A,2.2,A,
USGS,9147500,3/28/12,11.4,A,2.2,A,
USGS,9147500,3/29/12,12.8,A,2.8,A,
USGS,9147500,3/30/12,12.5,A,3.3,A,
USGS,9147500,3/31/12,13.8,A,3.6,A,
USGS,9147500,4/1/12,13.2,A,3.3,A,
USGS,9147500,4/2/12,7.3,A,3.1,A,
USGS,9147500,4/3/12,12.3,A,3,A,
USGS,9147500,4/4/12,13.2,A,2.6,A,
USGS,9147500,4/5/12,12.4,A,3.1,A,
USGS,9147500,4/6/12,11.5,A,3.7,A,
USGS,9147500,4/7/12,11.5,A,1.5,A,
USGS,9147500,4/8/12,12.8,A,2.1,A,
USGS,9147500,4/9/12,13.3,A,3.4,A,
USGS,9147500,4/10/12,11,A,3.3,A,
USGS,9147500,4/11/12,12.7,A,5.1,A,
USGS,9147500,4/12/12,10,A,4.4,A,
USGS,9147500,4/13/12,8.3,A,2.5,A,
USGS,9147500,4/14/12,8.8,A,4,A,
USGS,9147500,4/15/12,8.2,A,3.2,A,
USGS,9147500,4/16/12,9.9,A,3.1,A,
USGS,9147500,4/17/12,10.2,A,2.5,A,
USGS,9147500,4/18/12,8.2,A,3.4,A,
USGS,9147500,4/19/12,11,A,5.5,A,
USGS,9147500,4/20/12,14.8,A,4.1,A,
USGS,9147500,4/21/12,15.6,A,4.3,A,
USGS,9147500,4/22/12,16,A,4.6,A,
USGS,9147500,4/23/12,16.4,A,5.2,A,
USGS,9147500,4/24/12,15.8,A,5.5,A,
USGS,9147500,4/25/12,13.4,A,6.3,A,
USGS,9147500,4/26/12,12.7,A,6,A,
USGS,9147500,4/27/12,12.4,A,5.8,A,
USGS,9147500,4/28/12,13.4,A,4.3,A,
USGS,9147500,4/29/12,13.5,A,4.3,A,
USGS,9147500,4/30/12,14.6,A,3.7,A,
USGS,9147500,5/1/12,10.6,A,5.2,A,
USGS,9147500,5/2/12,13.8,A,4.8,A,
USGS,9147500,5/3/12,14.6,A,5,A,
USGS,9147500,5/4/12,14,A,5.3,A,
USGS,9147500,5/5/12,13.6,A,4.7,A,
USGS,9147500,5/6/12,11.9,A,4.4,A,
USGS,9147500,5/7/12,8.7,A,5.2,A,
USGS,9147500,5/8/12,12.5,A,4.7,A,
USGS,9147500,5/9/12,,,5,A,
USGS,9147500,5/10/12,12.7,A,,,
USGS,9147500,5/11/12,11.2,A,5.1,A,
USGS,9147500,5/12/12,12.1,A,5.3,A,
USGS,9147500,5/13/12,9.5,A,5.1,A,
USGS,9147500,5/14/12,12.8,A,4.7,A,
USGS,9147500,5/15/12,13.4,A,5.1,A,
USGS,9147500,5/16/12,10.8,A,5.7,A,
USGS,9147500,5/17/12,12.5,A,6.1,A,
USGS,9147500,5/18/12,12.5,A,6.2,A,
USGS,9147500,5/19/12,13.1,A,6,A,
USGS,9147500,5/20/12,13.7,A,5.6,A,
USGS,9147500,5/21/12,14.2,A,5.7,A,
USGS,9147500,5/22/12,13.8,A,6.1,A,
USGS,9147500,5/23/12,13.5,A,6.3,A,
USGS,9147500,5/24/12,13,A,6.2,A,
USGS,9147500,5/25/12,14.3,A,6.2,A,
USGS,9147500,5/26/12,13,A,6.6,A,
USGS,9147500,5/27/12,12.8,A,5,A,
USGS,9147500,5/28/12,13.5,A,5.1,A,
USGS,9147500,5/29/12,14.1,A,5.5,A,
USGS,9147500,5/30/12,14.1,A,5.6,A,
USGS,9147500,5/31/12,14.6,A,6.1,A,
USGS,9147500,6/1/12,15,A,6.6,A,
USGS,9147500,6/2/12,11,A,7.1,A,
USGS,9147500,6/3/12,14.1,A,6.7,A,
USGS,9147500,6/4/12,11.8,A,7.1,A,
USGS,9147500,6/5/12,14.9,A,6.8,A,
USGS,9147500,6/6/12,14.7,A,6.7,A,
USGS,9147500,6/7/12,14.7,A,6.4,A,
USGS,9147500,6/8/12,15,A,6.3,A,
USGS,9147500,6/9/12,14.9,A,6.6,A,
USGS,9147500,6/10/12,13.9,A,6.4,A,
USGS,9147500,6/11/12,14.3,A,5.3,A,
USGS,9147500,6/12/12,14.6,A,5.9,A,
USGS,9147500,6/13/12,15,A,6.2,A,
USGS,9147500,6/14/12,13.7,A,6.3,A,
USGS,9147500,6/15/12,13,A,6.4,A,
USGS,9147500,6/16/12,13.8,A,6.8,A,
USGS,9147500,6/17/12,15.2,A,6.7,A,
USGS,9147500,6/18/12,16.8,A,6.9,A,
USGS,9147500,6/19/12,17.1,A,6.8,A,
USGS,9147500,6/20/12,16.7,A,6.7,A,
USGS,9147500,6/21/12,17.3,A,6.4,A,
USGS,9147500,6/22/12,16,A,7.4,A,
USGS,9147500,6/23/12,17.4,A,7.2,A,
USGS,9147500,6/24/12,16.7,A,7.6,A,
USGS,9147500,6/25/12,14.8,A,7.9,A,
USGS,9147500,6/26/12,13.6,A,7.7,A,
USGS,9147500,6/27/12,14.2,A,8.5,A,
USGS,9147500,6/28/12,13.4,A,8.3,A,
USGS,9147500,6/29/12,15.2,A,7.9,A,
USGS,9147500,6/30/12,14.6,A,7.7,A,
USGS,9147500,7/1/12,13.8,A,7.6,A,
USGS,9147500,7/2/12,14.1,A,7.7,A,
USGS,9147500,7/3/12,14.5,A,7.9,A,
USGS,9147500,7/4/12,14.2,A,8.3,A,
USGS,9147500,7/5/12,14.2,A,8.5,A,
USGS,9147500,7/6/12,13,A,8.6,A,
USGS,9147500,7/7/12,13.7,A,9.1,A,
USGS,9147500,7/8/12,16.4,A,9.3,A,
USGS,9147500,7/9/12,17.3,A,8.7,A,
USGS,9147500,7/10/12,17.5,A,8.8,A,
USGS,9147500,7/11/12,17.6,A,8.9,A,
USGS,9147500,7/12/12,16.4,A,8.6,A,
USGS,9147500,7/13/12,14.5,A,8.2,A,
USGS,9147500,7/14/12,14,A,8.6,A,
USGS,9147500,7/15/12,13.5,A,8.8,A,
USGS,9147500,7/16/12,13.2,A,9.1,A,
USGS,9147500,7/17/12,16.1,A,8.6,A,
USGS,9147500,7/18/12,15.7,A,8.6,A,
USGS,9147500,7/19/12,15.7,A,8.7,A,
USGS,9147500,7/20/12,16.7,A,9.1,A,
USGS,9147500,7/21/12,16.2,A,9.4,A,
USGS,9147500,7/22/12,16.1,A,9.5,A,
USGS,9147500,7/23/12,14.8,A,9.3,A,
USGS,9147500,7/24/12,14.4,A,9.2,A,
USGS,9147500,7/25/12,16.2,A,9.4,A,
USGS,9147500,7/26/12,16.1,A,8.9,A,
USGS,9147500,7/27/12,13.1,A,8.8,A,
USGS,9147500,7/28/12,13,A,9.3,A,
USGS,9147500,7/29/12,14.3,A,9.6,A,
USGS,9147500,7/30/12,15.4,A,9.3,A,
USGS,9147500,7/31/12,15.5,A,9.4,A,
USGS,9147500,8/1/12,15,A,9.7,A,
USGS,9147500,8/2/12,14.6,A,9.7,A,
USGS,9147500,8/3/12,15.4,A,9.4,A,
USGS,9147500,8/4/12,16,A,9.2,A,
USGS,9147500,8/5/12,15.3,A,9.3,A,
USGS,9147500,8/6/12,15.6,A,9.7,A,
USGS,9147500,8/7/12,16.1,A,10,A,
USGS,9147500,8/8/12,15.5,A,9.7,A,
USGS,9147500,8/9/12,14.1,A,10.1,A,
USGS,9147500,8/10/12,14.1,A,10.2,A,
USGS,9147500,8/11/12,15.3,A,10.4,A,
USGS,9147500,8/12/12,14.8,A,10.5,A,
USGS,9147500,8/13/12,14.4,A,10.8,A,
USGS,9147500,8/14/12,13.4,A,10.7,A,
USGS,9147500,8/15/12,15.7,A,10.5,A,
USGS,9147500,8/16/12,15.6,A,10.5,A,
USGS,9147500,8/17/12,15.8,A,11.1,A,
USGS,9147500,8/18/12,16.2,A,11.1,A,
USGS,9147500,8/19/12,16.1,A,10.7,A,
USGS,9147500,8/20/12,13.8,A,11.3,A,
USGS,9147500,8/21/12,16.8,A,11,A,
USGS,9147500,8/22/12,13.9,A,11.5,A,
USGS,9147500,8/23/12,14.7,A,11.9,A,
USGS,9147500,8/24/12,16.2,A,12.1,A,
USGS,9147500,8/25/12,17.8,A,11.2,A,
USGS,9147500,8/26/12,17.5,A,11.3,A,
USGS,9147500,8/27/12,17.5,A,11.7,A,
USGS,9147500,8/28/12,17.8,A,11.8,A,
USGS,9147500,8/29/12,18.1,A,11.9,A,
USGS,9147500,8/30/12,17.8,A,12.1,A,
USGS,9147500,8/31/12,15.6,A,11.6,A,
USGS,9147500,9/1/12,17,A,11.9,A,
USGS,9147500,9/2/12,16.7,A,11.9,A,
USGS,9147500,9/3/12,17.8,A,12.3,A,
USGS,9147500,9/4/12,17.4,A,11.7,A,
USGS,9147500,9/5/12,18.1,A,11.1,A,
USGS,9147500,9/6/12,17.6,A,11.1,A,
USGS,9147500,9/7/12,18.2,A,12.4,A,
USGS,9147500,9/8/12,18.3,A,11.4,A,
USGS,9147500,9/9/12,18.6,A,11.6,A,
USGS,9147500,9/10/12,18.7,A,12.4,A,
USGS,9147500,9/11/12,17.1,A,12.6,A,
USGS,9147500,9/12/12,18.8,A,13,A,
USGS,9147500,9/13/12,18.9,A,10.5,A,
USGS,9147500,9/14/12,19.4,A,10.1,A,
USGS,9147500,9/15/12,19.4,A,10.1,A,
USGS,9147500,9/16/12,19.9,A,9.7,A,
USGS,9147500,9/17/12,18,A,10.3,A,
USGS,9147500,9/18/12,19.3,A,9.6,A,
USGS,9147500,9/19/12,18.7,A,9.7,A,
USGS,9147500,9/20/12,19.1,A,9.4,A,
USGS,9147500,9/21/12,18.8,A,9.2,A,
USGS,9147500,9/22/12,19,A,9.6,A,
USGS,9147500,9/23/12,17.3,A,9.9,A,
USGS,9147500,9/24/12,16,A,12,A,
USGS,9147500,9/25/12,14.3,A,11.6,A,
USGS,9147500,9/26/12,12.9,A,10,A,
USGS,9147500,9/27/12,17.1,A,10.4,A,
USGS,9147500,9/28/12,18.1,A,9.5,A,
USGS,9147500,9/29/12,18.3,A,9.8,A,
USGS,9147500,9/30/12,18,A,9.5,A,
USGS,9147500,10/1/12,18.1,A,9.4,A,
USGS,9147500,10/2/12,18.3,A,9.3,A,
USGS,9147500,10/3/12,17.9,A,9.1,A,
USGS,9147500,10/4/12,16.1,A,9.8,A,
USGS,9147500,10/5/12,17,A,10.8,A,
USGS,9147500,10/6/12,15.9,A,9.8,A,
USGS,9147500,10/7/12,15.1,A,6.9,A,
USGS,9147500,10/8/12,13.9,A,6.5,A,
USGS,9147500,10/9/12,16.4,A,8,A,
USGS,9147500,10/10/12,16.4,A,8.4,A,
USGS,9147500,10/11/12,16.8,A,8.8,A,
USGS,9147500,10/12/12,13.3,A,10.2,A,
USGS,9147500,10/13/12,10.8,A,9.1,A,
USGS,9147500,10/14/12,16.4,A,9.8,A,
USGS,9147500,10/15/12,16.1,A,7.9,A,
USGS,9147500,10/16/12,16.3,A,7.8,A,
USGS,9147500,10/17/12,14.8,A,9,A,
USGS,9147500,10/18/12,14.5,A,6.4,A,
USGS,9147500,10/19/12,15,A,6.8,A,
USGS,9147500,10/20/12,15.5,A,7,A,
USGS,9147500,10/21/12,15.3,A,7.5,A,
USGS,9147500,10/22/12,15.9,A,7.9,A,
USGS,9147500,10/23/12,15.6,A,8.8,A,
USGS,9147500,10/24/12,12.7,A,8.4,A,
